PM2.5_ugm3,PM10_ugm3,CO_ppm,NO2_ppb,SO2_ppb,O3_ppb,hour,day_of_year,AQI,AQI_Category,Dominant_Pollutant
70.16,126.26,1.303,26.31,20.14,71.09,7,67,159,Unhealthy,PM2.5
50.0,103.07,1.275,48.76,26.08,75.95,8,67,137,Unhealthy for Sensitive Groups,PM2.5
44.17,107.88,1.725,69.36,28.87,100.8,9,67,189,Unhealthy,O3
48.74,70.47,1.577,51.68,26.02,83.51,10,67,145,Unhealthy for Sensitive Groups,O3
62.58,109.95,1.82,39.24,20.95,82.85,11,67,155,Unhealthy,PM2.5
54.72,69.96,1.466,45.82,41.71,86.39,12,67,152,Unhealthy,O3
41.89,77.71,1.945,53.66,29.65,67.7,13,67,500,Hazardous,NO2
59.51,111.5,1.462,63.7,28.32,60.37,14,67,153,Unhealthy,PM2.5
44.84,80.23,1.163,45.09,21.89,43.55,15,67,124,Unhealthy for Sensitive Groups,PM2.5
62.6,104.82,2.033,54.27,20.53,48.7,16,67,155,Unhealthy,PM2.5
53.25,71.26,0.746,28.75,22.26,44.65,17,67,145,Unhealthy for Sensitive Groups,PM2.5
37.82,72.56,0.978,25.56,29.06,28.24,18,67,107,Unhealthy for Sensitive Groups,PM2.5
48.43,104.64,0.919,32.07,18.7,21.8,19,67,133,Unhealthy for Sensitive Groups,PM2.5
35.73,57.23,1.772,48.38,18.32,56.26,20,67,102,Unhealthy for Sensitive Groups,PM2.5
39.44,76.27,1.487,32.2,26.35,30.09,21,67,111,Unhealthy for Sensitive Groups,PM2.5
34.52,43.32,1.336,32.51,25.25,27.18,22,67,98,Moderate,PM2.5
22.63,46.22,0.753,31.19,19.8,45.85,23,67,73,Moderate,PM2.5
23.86,38.24,1.568,39.09,18.23,44.49,0,68,76,Moderate,PM2.5
37.68,58.67,0.963,22.31,30.87,41.38,1,68,106,Unhealthy for Sensitive Groups,PM2.5
28.0,41.28,1.181,36.49,25.47,64.83,2,68,84,Moderate,PM2.5
29.43,48.24,0.999,23.21,16.87,59.23,3,68,87,Moderate,PM2.5
27.59,54.25,1.005,53.83,17.22,90.76,4,68,500,Hazardous,PM10
41.62,59.17,1.031,28.89,21.88,86.16,5,68,151,Unhealthy,O3
57.95,99.54,1.137,31.18,27.35,83.21,6,68,152,Unhealthy,PM2.5
36.12,64.53,1.476,48.6,26.66,90.07,7,68,161,Unhealthy,O3
47.86,72.96,1.49,46.8,29.34,99.03,8,68,185,Unhealthy,O3
61.54,132.33,1.445,51.75,16.23,90.84,9,68,163,Unhealthy,O3
51.58,82.6,1.965,52.67,24.8,107.2,10,68,202,Very Unhealthy,O3
57.08,94.7,0.658,40.69,30.81,92.57,11,68,168,Unhealthy,O3
45.38,69.95,1.713,68.13,30.35,79.88,12,68,132,Unhealthy for Sensitive Groups,O3
56.88,123.97,1.763,60.53,25.48,58.39,13,68,152,Unhealthy,PM2.5
50.72,97.93,1.856,63.98,35.42,58.53,14,68,500,Hazardous,SO2
58.12,93.39,1.435,43.2,26.73,57.02,15,68,152,Unhealthy,PM2.5
57.16,116.17,1.442,50.17,28.9,36.77,16,68,152,Unhealthy,PM2.5
65.38,120.1,1.589,45.08,23.91,51.72,17,68,156,Unhealthy,PM2.5
46.08,86.04,1.647,51.28,19.78,24.28,18,68,127,Unhealthy for Sensitive Groups,PM2.5
40.84,69.37,1.017,48.5,19.31,24.65,19,68,114,Unhealthy for Sensitive Groups,PM2.5
36.78,57.22,1.1,35.93,24.59,24.38,20,68,104,Unhealthy for Sensitive Groups,PM2.5
29.83,57.75,1.449,16.34,22.63,38.46,21,68,88,Moderate,PM2.5
33.39,53.55,0.251,47.4,14.84,25.97,22,68,96,Moderate,PM2.5
27.07,70.53,0.645,33.97,18.55,20.79,23,68,82,Moderate,PM2.5
30.39,39.48,1.28,21.92,22.12,55.88,0,69,89,Moderate,PM2.5
40.01,90.45,1.18,32.47,27.35,47.79,1,69,112,Unhealthy for Sensitive Groups,PM2.5
22.66,39.45,1.045,14.5,23.63,49.31,2,69,73,Moderate,PM2.5
41.81,78.85,0.811,42.07,23.35,60.22,3,69,117,Unhealthy for Sensitive Groups,PM2.5
45.81,92.45,0.755,19.29,18.78,92.17,4,69,167,Unhealthy,O3
37.33,59.62,0.929,34.69,23.83,74.64,5,69,114,Unhealthy for Sensitive Groups,O3
24.52,54.5,1.664,42.44,30.31,84.75,6,69,500,Hazardous,PM10
39.85,39.24,1.105,53.49,24.49,84.51,7,69,500,Hazardous,NO2
58.09,95.93,1.41,47.07,16.17,77.67,8,69,152,Unhealthy,PM2.5
50.11,79.11,1.228,54.83,17.45,81.55,9,69,138,Unhealthy for Sensitive Groups,O3
44.28,64.66,1.765,50.11,26.65,72.97,10,69,123,Unhealthy for Sensitive Groups,PM2.5
49.48,86.48,1.386,51.27,22.59,90.77,11,69,163,Unhealthy,O3
60.67,113.83,1.531,52.85,23.34,76.01,12,69,154,Unhealthy,PM2.5
57.89,112.63,1.043,49.7,20.65,92.59,13,69,168,Unhealthy,O3
50.36,93.54,1.028,33.53,26.23,52.91,14,69,138,Unhealthy for Sensitive Groups,PM2.5
47.36,77.26,1.457,40.8,22.21,43.65,15,69,130,Unhealthy for Sensitive Groups,PM2.5
44.58,84.68,0.982,48.45,22.78,60.34,16,69,123,Unhealthy for Sensitive Groups,PM2.5
37.34,68.69,1.925,40.61,19.45,49.37,17,69,106,Unhealthy for Sensitive Groups,PM2.5
54.42,109.18,0.582,38.44,28.32,37.87,18,69,148,Unhealthy for Sensitive Groups,PM2.5
35.69,73.57,0.867,33.66,22.6,19.89,19,69,101,Unhealthy for Sensitive Groups,PM2.5
45.01,81.38,1.025,25.36,26.75,47.45,20,69,124,Unhealthy for Sensitive Groups,PM2.5
44.86,69.98,0.836,26.58,17.74,30.3,21,69,124,Unhealthy for Sensitive Groups,PM2.5
38.7,61.82,0.557,26.54,32.38,29.71,22,69,109,Unhealthy for Sensitive Groups,PM2.5
26.02,40.23,0.565,28.46,30.1,50.22,23,69,80,Moderate,PM2.5
32.31,54.37,0.543,31.93,14.19,44.78,0,70,500,Hazardous,PM10
29.31,55.97,0.766,26.6,19.73,40.58,1,70,87,Moderate,PM2.5
23.52,50.91,1.474,19.31,26.12,60.4,2,70,75,Moderate,PM2.5
35.32,62.96,0.969,17.53,17.14,59.95,3,70,100,Moderate,PM2.5
25.87,46.77,1.375,59.97,23.08,44.91,4,70,80,Moderate,PM2.5
47.81,87.78,1.259,25.6,25.87,72.4,5,70,131,Unhealthy for Sensitive Groups,PM2.5
37.82,61.88,1.534,34.81,22.81,80.7,6,70,135,Unhealthy for Sensitive Groups,O3
46.37,72.36,0.453,48.28,26.43,77.42,7,70,128,Unhealthy for Sensitive Groups,PM2.5
50.03,69.0,1.289,49.61,20.27,95.75,8,70,176,Unhealthy,O3
48.28,78.56,1.847,53.69,12.51,81.2,9,70,500,Hazardous,NO2
57.02,108.32,1.34,45.97,28.65,90.77,10,70,163,Unhealthy,O3
49.77,81.16,2.076,53.98,28.61,68.88,11,70,500,Hazardous,NO2
60.97,106.89,2.005,52.61,36.25,84.09,12,70,154,Unhealthy,PM2.5
42.81,82.65,1.407,48.47,12.7,55.0,13,70,500,Hazardous,O3
53.34,102.26,1.361,52.85,27.49,36.58,14,70,145,Unhealthy for Sensitive Groups,PM2.5
65.86,105.59,1.15,59.04,13.89,64.61,15,70,156,Unhealthy,PM2.5
39.76,83.54,1.191,45.78,32.52,36.44,16,70,112,Unhealthy for Sensitive Groups,PM2.5
39.34,84.34,0.923,42.95,26.17,56.36,17,70,110,Unhealthy for Sensitive Groups,PM2.5
45.65,68.61,1.329,50.68,18.98,39.67,18,70,126,Unhealthy for Sensitive Groups,PM2.5
39.75,61.66,0.67,46.51,27.64,38.92,19,70,111,Unhealthy for Sensitive Groups,PM2.5
38.11,82.89,1.201,49.84,20.97,40.45,20,70,107,Unhealthy for Sensitive Groups,PM2.5
36.64,64.19,1.134,13.95,25.24,32.15,21,70,104,Unhealthy for Sensitive Groups,PM2.5
35.82,37.84,0.39,38.66,24.77,35.26,22,70,102,Unhealthy for Sensitive Groups,PM2.5
38.38,52.28,1.317,34.42,32.46,51.6,23,70,108,Unhealthy for Sensitive Groups,PM2.5
32.38,55.3,0.994,19.14,32.83,46.11,0,71,94,Moderate,PM2.5
27.6,35.72,1.077,30.92,20.77,44.95,1,71,84,Moderate,PM2.5
36.16,60.12,0.661,40.12,29.05,65.86,2,71,103,Unhealthy for Sensitive Groups,PM2.5
47.96,86.71,1.132,23.22,25.53,46.63,3,71,132,Unhealthy for Sensitive Groups,PM2.5
34.28,79.25,1.358,38.43,16.7,88.2,4,71,157,Unhealthy,O3
30.55,51.51,1.077,45.61,20.28,94.62,5,71,173,Unhealthy,O3
50.44,103.65,1.801,29.29,35.44,97.96,6,71,500,Hazardous,SO2
43.84,96.06,1.306,41.68,25.55,100.58,7,71,189,Unhealthy,O3
30.43,71.99,1.722,49.01,28.76,89.16,8,71,159,Unhealthy,O3
57.18,106.34,1.542,40.52,22.7,87.91,9,71,156,Unhealthy,O3
48.1,63.02,1.687,41.6,21.06,73.68,10,71,132,Unhealthy for Sensitive Groups,PM2.5
52.9,100.76,1.046,50.24,23.9,98.69,11,71,184,Unhealthy,O3
56.71,114.66,1.671,60.02,22.43,70.15,12,71,500,Hazardous,O3
55.15,98.3,1.327,58.03,16.29,71.16,13,71,149,Unhealthy for Sensitive Groups,PM2.5
58.06,125.44,1.258,41.78,18.74,62.54,14,71,152,Unhealthy,PM2.5
46.92,94.77,1.978,55.01,27.3,38.83,15,71,129,Unhealthy for Sensitive Groups,PM2.5
51.92,100.28,1.316,37.64,21.86,27.55,16,71,141,Unhealthy for Sensitive Groups,PM2.5
42.73,89.95,0.992,27.0,23.89,38.84,17,71,119,Unhealthy for Sensitive Groups,PM2.5
47.49,89.48,1.092,36.33,24.93,29.48,18,71,131,Unhealthy for Sensitive Groups,PM2.5
43.27,47.98,0.717,48.12,25.32,30.13,19,71,120,Unhealthy for Sensitive Groups,PM2.5
27.86,44.16,1.45,40.56,29.49,40.65,20,71,84,Moderate,PM2.5
41.45,88.97,0.737,31.5,18.27,33.27,21,71,116,Unhealthy for Sensitive Groups,PM2.5
26.49,37.99,1.047,25.44,26.61,41.6,22,71,81,Moderate,PM2.5
35.99,62.11,1.259,24.51,27.53,43.24,23,71,102,Unhealthy for Sensitive Groups,PM2.5
32.07,45.19,0.69,29.09,28.71,41.84,0,72,93,Moderate,PM2.5
44.26,101.08,1.012,17.72,16.72,42.22,1,72,123,Unhealthy for Sensitive Groups,PM2.5
29.02,72.41,0.579,26.13,25.06,62.65,2,72,87,Moderate,PM2.5
30.0,43.39,1.679,29.36,32.36,68.6,3,72,95,Moderate,O3
35.22,65.17,1.301,20.49,23.29,84.15,4,72,147,Unhealthy for Sensitive Groups,O3
35.96,56.57,1.049,28.51,26.2,79.7,5,72,131,Unhealthy for Sensitive Groups,O3
48.02,93.81,0.968,44.11,27.68,83.01,6,72,143,Unhealthy for Sensitive Groups,O3
31.92,63.57,1.259,43.2,18.66,86.68,7,72,153,Unhealthy,O3
39.43,80.72,1.278,42.91,32.95,80.81,8,72,135,Unhealthy for Sensitive Groups,O3
41.91,79.41,2.04,39.37,26.28,103.45,9,72,196,Unhealthy,O3
60.03,143.29,1.144,66.16,26.38,97.38,10,72,180,Unhealthy,O3
67.36,108.92,1.588,43.21,15.47,69.08,11,72,157,Unhealthy,PM2.5
53.27,75.36,1.554,54.52,27.76,83.04,12,72,145,Unhealthy for Sensitive Groups,PM2.5
52.33,89.47,1.513,46.71,26.31,49.31,13,72,142,Unhealthy for Sensitive Groups,PM2.5
52.99,76.57,1.479,50.76,31.9,69.85,14,72,144,Unhealthy for Sensitive Groups,PM2.5
59.74,89.63,1.42,53.06,22.23,45.27,15,72,500,Hazardous,NO2
40.44,60.78,1.642,32.3,18.84,48.6,16,72,113,Unhealthy for Sensitive Groups,PM2.5
46.76,73.1,1.476,43.04,20.37,19.49,17,72,129,Unhealthy for Sensitive Groups,PM2.5
49.42,77.5,1.326,51.91,21.26,22.03,18,72,135,Unhealthy for Sensitive Groups,PM2.5
42.4,82.53,0.197,54.51,18.19,35.71,19,72,118,Unhealthy for Sensitive Groups,PM2.5
36.89,60.33,1.11,32.7,30.23,22.99,20,72,104,Unhealthy for Sensitive Groups,PM2.5
40.8,71.28,0.449,31.93,30.42,22.62,21,72,114,Unhealthy for Sensitive Groups,PM2.5
9.18,27.26,1.082,51.72,22.8,47.98,22,72,49,Good,NO2
34.98,53.77,1.295,39.76,21.82,60.9,23,72,99,Moderate,PM2.5
23.93,39.9,0.562,21.83,14.73,54.37,0,73,500,Hazardous,O3
14.94,31.28,0.774,22.22,27.28,41.32,1,73,57,Moderate,PM2.5
34.92,39.56,0.708,39.17,32.07,77.64,2,73,124,Unhealthy for Sensitive Groups,O3
43.81,50.24,1.316,21.4,20.62,52.15,3,73,121,Unhealthy for Sensitive Groups,PM2.5
34.31,65.91,1.049,44.88,23.22,71.96,4,73,104,Unhealthy for Sensitive Groups,O3
46.05,88.79,1.625,40.24,25.98,81.76,5,73,139,Unhealthy for Sensitive Groups,O3
54.56,122.97,1.324,45.18,32.43,105.22,6,73,500,Hazardous,O3
55.41,101.64,1.366,40.54,24.8,98.1,7,73,500,Hazardous,PM2.5
61.03,119.68,1.4,39.7,24.78,85.36,8,73,500,Hazardous,O3
56.43,99.23,1.7,63.11,24.7,79.53,9,73,151,Unhealthy,PM2.5
53.08,99.12,0.99,47.92,16.68,96.0,10,73,177,Unhealthy,O3
40.91,93.65,1.573,47.48,16.57,75.88,11,73,118,Unhealthy for Sensitive Groups,O3
52.19,68.45,1.539,51.2,19.76,77.17,12,73,142,Unhealthy for Sensitive Groups,PM2.5
46.98,89.53,1.765,53.52,28.87,54.07,13,73,500,Hazardous,NO2
69.85,151.35,1.455,40.08,22.13,65.69,14,73,158,Unhealthy,PM2.5
49.09,91.74,1.143,42.84,21.16,57.12,15,73,134,Unhealthy for Sensitive Groups,PM2.5
48.89,107.81,1.382,39.82,21.07,32.58,16,73,134,Unhealthy for Sensitive Groups,PM2.5
49.3,81.2,0.968,51.56,23.12,49.1,17,73,135,Unhealthy for Sensitive Groups,PM2.5
42.01,75.23,0.622,31.14,32.31,39.57,18,73,117,Unhealthy for Sensitive Groups,PM2.5
51.98,93.97,1.325,19.34,23.05,38.42,19,73,142,Unhealthy for Sensitive Groups,PM2.5
30.43,28.16,1.194,14.33,19.87,26.21,20,73,90,Moderate,PM2.5
34.38,47.86,1.086,16.81,23.93,32.81,21,73,98,Moderate,PM2.5
24.89,31.65,1.279,43.22,32.58,34.65,22,73,78,Moderate,PM2.5
19.03,44.11,0.653,28.57,21.29,37.31,23,73,66,Moderate,PM2.5
24.29,54.19,0.411,33.01,17.92,46.71,0,74,500,Hazardous,PM10
29.32,56.66,0.831,33.77,21.32,64.8,1,74,87,Moderate,PM2.5
27.43,59.26,0.784,30.17,24.47,70.75,2,74,500,Hazardous,O3
27.31,47.19,0.693,30.77,27.27,55.95,3,74,83,Moderate,PM2.5
24.19,57.96,0.996,44.45,28.86,84.85,4,74,149,Unhealthy for Sensitive Groups,O3
37.79,68.13,0.923,38.35,18.6,93.12,5,74,169,Unhealthy,O3
29.66,54.07,0.649,53.99,19.07,84.47,6,74,500,Hazardous,PM10
51.01,88.63,1.161,49.31,22.21,94.06,7,74,172,Unhealthy,O3
48.61,95.71,1.039,39.82,27.25,94.94,8,74,174,Unhealthy,O3
38.88,64.93,1.524,43.51,17.52,80.48,9,74,134,Unhealthy for Sensitive Groups,O3
50.05,101.81,1.315,43.12,20.79,82.16,10,74,140,Unhealthy for Sensitive Groups,O3
47.76,72.38,1.881,63.77,20.86,88.72,11,74,158,Unhealthy,O3
56.76,88.97,2.041,47.95,28.53,70.04,12,74,500,Hazardous,O3
64.5,124.35,1.752,43.61,26.47,77.52,13,74,156,Unhealthy,PM2.5
37.52,66.48,1.046,53.59,28.34,73.05,14,74,500,Hazardous,NO2
51.46,87.18,1.906,47.51,30.52,63.67,15,74,140,Unhealthy for Sensitive Groups,PM2.5
46.67,94.68,1.853,48.95,22.3,64.8,16,74,128,Unhealthy for Sensitive Groups,PM2.5
50.3,83.26,1.299,62.0,17.89,37.88,17,74,137,Unhealthy for Sensitive Groups,PM2.5
43.4,75.72,1.597,49.13,17.92,35.79,18,74,120,Unhealthy for Sensitive Groups,PM2.5
32.44,75.18,0.941,37.16,14.63,34.23,19,74,94,Moderate,PM2.5
32.89,77.67,0.46,19.92,21.53,29.4,20,74,95,Moderate,PM2.5
26.48,66.53,0.717,26.52,21.9,36.44,21,74,81,Moderate,PM2.5
39.47,67.66,1.407,36.72,27.76,16.91,22,74,111,Unhealthy for Sensitive Groups,PM2.5
29.78,68.38,0.405,16.7,23.91,40.84,23,74,88,Moderate,PM2.5
44.42,68.57,0.84,49.41,21.39,31.23,0,75,123,Unhealthy for Sensitive Groups,PM2.5
29.15,41.59,0.863,28.55,23.26,42.61,1,75,87,Moderate,PM2.5
25.22,17.19,0.734,30.1,18.65,67.33,2,75,91,Moderate,O3
20.77,57.45,0.812,24.85,28.97,65.77,3,75,86,Moderate,O3
21.04,27.51,1.042,38.97,19.91,81.98,4,75,139,Unhealthy for Sensitive Groups,O3
25.81,44.95,0.938,25.31,18.14,79.01,5,75,129,Unhealthy for Sensitive Groups,O3
43.86,68.03,0.773,61.65,27.93,97.04,6,75,179,Unhealthy,O3
49.04,96.61,1.358,56.28,26.72,86.59,7,75,153,Unhealthy,O3
35.34,59.1,1.702,55.84,15.23,70.45,8,75,500,Hazardous,O3
57.74,88.27,1.715,34.58,28.12,91.23,9,75,164,Unhealthy,O3
48.7,92.97,1.269,52.45,20.14,64.29,10,75,134,Unhealthy for Sensitive Groups,PM2.5
54.99,81.78,1.172,63.68,21.97,66.69,11,75,149,Unhealthy for Sensitive Groups,PM2.5
67.14,110.81,1.475,57.93,24.78,66.17,12,75,157,Unhealthy,PM2.5
60.99,84.51,2.018,41.57,26.78,57.69,13,75,154,Unhealthy,PM2.5
50.42,73.67,1.705,43.89,26.07,54.55,14,75,500,Hazardous,O3
43.45,80.35,1.666,43.97,23.6,41.81,15,75,121,Unhealthy for Sensitive Groups,PM2.5
30.77,31.82,1.647,39.97,21.72,30.94,16,75,90,Moderate,PM2.5
39.21,52.81,1.419,58.39,25.91,54.21,17,75,500,Hazardous,O3
40.04,72.04,1.236,20.79,23.25,27.24,18,75,112,Unhealthy for Sensitive Groups,PM2.5
30.59,48.54,1.306,43.45,32.87,10.0,19,75,90,Moderate,PM2.5
34.42,85.86,0.856,21.08,26.78,26.39,20,75,98,Moderate,PM2.5
33.49,82.29,0.521,21.9,19.23,19.77,21,75,96,Moderate,PM2.5
29.09,41.94,1.105,9.51,21.46,25.17,22,75,87,Moderate,PM2.5
24.44,50.67,1.224,22.92,24.09,45.89,23,75,77,Moderate,PM2.5
30.58,64.04,0.505,43.11,30.36,40.52,0,76,90,Moderate,PM2.5
33.19,52.58,1.099,31.06,30.92,40.71,1,76,95,Moderate,PM2.5
22.19,21.99,1.392,17.62,21.88,64.46,2,76,82,Moderate,O3
44.19,79.39,0.945,41.69,19.19,79.26,3,76,130,Unhealthy for Sensitive Groups,O3
34.71,60.4,0.775,46.31,18.56,80.37,4,76,134,Unhealthy for Sensitive Groups,O3
38.67,64.37,1.144,37.93,25.13,56.68,5,76,109,Unhealthy for Sensitive Groups,PM2.5
47.43,90.67,1.035,60.35,35.38,74.83,6,76,500,Hazardous,SO2
46.87,75.35,1.108,51.32,26.56,89.45,7,76,160,Unhealthy,O3
55.65,86.34,1.51,52.83,15.89,87.56,8,76,155,Unhealthy,O3
52.92,96.56,0.973,40.45,20.23,85.71,9,76,500,Hazardous,O3
47.71,90.51,1.079,56.67,20.74,76.15,10,76,131,Unhealthy for Sensitive Groups,PM2.5
56.75,88.04,1.554,53.76,19.75,67.16,11,76,500,Hazardous,NO2
45.14,92.39,1.553,57.2,21.92,95.08,12,76,174,Unhealthy,O3
54.73,77.27,1.651,44.75,25.71,68.04,13,76,148,Unhealthy for Sensitive Groups,PM2.5
52.34,87.28,2.074,51.67,27.27,66.42,14,76,142,Unhealthy for Sensitive Groups,PM2.5
48.95,85.02,1.486,40.32,29.32,52.3,15,76,134,Unhealthy for Sensitive Groups,PM2.5
47.0,76.96,1.559,24.53,26.48,45.46,16,76,129,Unhealthy for Sensitive Groups,PM2.5
29.95,47.13,1.001,53.09,14.09,38.17,17,76,500,Hazardous,NO2
37.37,89.72,1.43,24.98,18.58,22.81,18,76,106,Unhealthy for Sensitive Groups,PM2.5
39.26,60.46,0.949,37.97,23.07,15.88,19,76,110,Unhealthy for Sensitive Groups,PM2.5
36.78,95.49,1.041,37.33,24.6,33.86,20,76,104,Unhealthy for Sensitive Groups,PM2.5
24.68,49.67,0.913,34.78,28.17,32.9,21,76,77,Moderate,PM2.5
41.04,74.97,1.198,26.78,24.08,43.4,22,76,115,Unhealthy for Sensitive Groups,PM2.5
22.73,46.63,0.459,31.12,24.12,46.14,23,76,73,Moderate,PM2.5
37.01,96.98,0.155,32.71,25.07,36.91,0,77,105,Unhealthy for Sensitive Groups,PM2.5
33.1,47.65,0.788,35.76,22.61,63.56,1,77,95,Moderate,PM2.5
25.76,32.93,1.029,46.94,24.31,67.65,2,77,92,Moderate,O3
47.13,75.77,0.991,33.86,29.51,74.67,3,77,130,Unhealthy for Sensitive Groups,PM2.5
25.97,47.14,1.39,34.64,23.46,97.49,4,77,181,Unhealthy,O3
45.9,61.91,1.238,27.83,23.73,101.65,5,77,191,Unhealthy,O3
49.8,89.9,1.031,44.36,23.71,92.88,6,77,169,Unhealthy,O3
39.67,91.73,0.596,49.78,30.37,94.63,7,77,173,Unhealthy,O3
59.2,108.37,1.309,44.08,18.34,100.82,8,77,189,Unhealthy,O3
48.66,84.07,1.763,53.93,32.76,83.14,9,77,500,Hazardous,NO2
54.96,91.51,1.394,47.47,18.0,80.28,10,77,149,Unhealthy for Sensitive Groups,PM2.5
55.98,111.55,1.556,58.3,20.61,87.95,11,77,156,Unhealthy,O3
53.25,85.95,1.686,61.13,27.6,66.44,12,77,145,Unhealthy for Sensitive Groups,PM2.5
60.39,130.85,1.243,60.58,29.03,73.69,13,77,154,Unhealthy,PM2.5
59.0,129.39,1.699,51.57,16.86,61.57,14,77,153,Unhealthy,PM2.5
36.67,69.08,1.946,38.09,18.42,43.67,15,77,104,Unhealthy for Sensitive Groups,PM2.5
58.49,105.15,1.328,39.88,25.27,45.26,16,77,153,Unhealthy,PM2.5
31.74,69.49,0.954,49.06,35.6,51.84,17,77,500,Hazardous,SO2
50.05,103.23,1.18,64.49,30.11,34.84,18,77,137,Unhealthy for Sensitive Groups,PM2.5
47.56,75.93,0.44,33.49,22.64,31.89,19,77,131,Unhealthy for Sensitive Groups,PM2.5
26.79,41.91,1.121,38.56,11.78,33.29,20,77,82,Moderate,PM2.5
29.64,37.48,1.081,25.95,24.29,35.61,21,77,88,Moderate,PM2.5
22.09,44.67,1.391,19.87,25.69,30.71,22,77,72,Moderate,PM2.5
27.96,58.33,0.794,21.65,21.97,42.29,23,77,84,Moderate,PM2.5
26.81,32.06,0.963,7.18,19.64,34.51,0,78,82,Moderate,PM2.5
35.94,59.23,0.594,41.94,24.69,44.24,1,78,102,Unhealthy for Sensitive Groups,PM2.5
41.44,58.42,0.781,7.31,19.19,53.29,2,78,116,Unhealthy for Sensitive Groups,PM2.5
44.11,68.62,0.488,28.88,33.26,72.46,3,78,122,Unhealthy for Sensitive Groups,PM2.5
31.05,62.5,0.962,22.22,31.48,76.6,4,78,121,Unhealthy for Sensitive Groups,O3
36.9,57.61,1.015,28.05,27.19,79.87,5,78,132,Unhealthy for Sensitive Groups,O3
28.35,47.42,1.29,53.77,24.34,92.89,6,78,500,Hazardous,NO2
38.62,49.99,1.106,45.12,20.6,92.77,7,78,168,Unhealthy,O3
55.81,102.7,1.405,36.35,23.79,87.1,8,78,154,Unhealthy,O3
63.61,113.97,1.355,42.59,32.09,78.63,9,78,155,Unhealthy,PM2.5
42.81,68.31,1.412,42.74,28.24,77.78,10,78,125,Unhealthy for Sensitive Groups,O3
49.2,86.29,1.572,51.16,24.91,66.55,11,78,135,Unhealthy for Sensitive Groups,PM2.5
54.15,99.64,1.572,53.73,28.52,76.41,12,78,500,Hazardous,NO2
56.18,91.34,1.776,70.55,26.62,59.14,13,78,151,Unhealthy,PM2.5
46.21,65.46,1.476,31.23,25.88,55.05,14,78,127,Unhealthy for Sensitive Groups,PM2.5
54.08,119.01,1.35,48.14,28.8,50.96,15,78,147,Unhealthy for Sensitive Groups,PM2.5
44.3,72.14,1.326,42.84,26.48,55.44,16,78,123,Unhealthy for Sensitive Groups,PM2.5
44.95,79.75,1.079,52.57,28.19,48.07,17,78,124,Unhealthy for Sensitive Groups,PM2.5
46.19,95.27,1.092,43.55,24.7,33.47,18,78,127,Unhealthy for Sensitive Groups,PM2.5
38.62,111.87,1.716,42.8,22.63,43.68,19,78,109,Unhealthy for Sensitive Groups,PM2.5
32.05,42.76,0.746,37.45,21.16,10.0,20,78,93,Moderate,PM2.5
32.07,63.13,0.862,22.19,20.56,49.79,21,78,93,Moderate,PM2.5
30.25,45.95,0.772,41.72,15.87,40.94,22,78,89,Moderate,PM2.5
26.74,41.67,0.778,36.39,19.34,39.81,23,78,82,Moderate,PM2.5
27.22,40.36,0.741,37.16,19.21,36.09,0,79,83,Moderate,PM2.5
42.51,63.01,0.936,41.05,21.37,47.85,1,79,118,Unhealthy for Sensitive Groups,PM2.5
35.46,63.33,0.375,33.78,31.72,66.09,2,79,500,Hazardous,PM2.5
30.6,37.39,1.257,46.32,23.12,74.09,3,79,112,Unhealthy for Sensitive Groups,O3
41.14,85.42,1.21,37.78,25.12,81.68,4,79,138,Unhealthy for Sensitive Groups,O3
35.93,65.33,0.734,34.7,25.28,73.93,5,79,111,Unhealthy for Sensitive Groups,O3
51.23,97.28,0.519,39.93,31.85,76.68,6,79,140,Unhealthy for Sensitive Groups,PM2.5
48.05,80.9,1.0,42.87,21.03,90.93,7,79,164,Unhealthy,O3
47.26,80.67,1.307,40.81,22.8,97.7,8,79,181,Unhealthy,O3
54.3,101.2,2.229,64.8,23.38,89.01,9,79,159,Unhealthy,O3
40.15,58.3,1.675,53.36,29.59,100.8,10,79,500,Hazardous,NO2
44.96,76.63,1.005,52.54,30.63,81.54,11,79,138,Unhealthy for Sensitive Groups,O3
44.85,70.41,1.353,55.88,26.28,74.99,12,79,124,Unhealthy for Sensitive Groups,PM2.5
55.11,88.52,1.532,81.39,30.08,74.47,13,79,149,Unhealthy for Sensitive Groups,PM2.5
66.58,94.52,1.588,39.08,24.8,72.19,14,79,157,Unhealthy,PM2.5
68.57,139.5,1.06,40.03,23.05,38.74,15,79,158,Unhealthy,PM2.5
53.23,87.57,1.34,32.19,29.81,33.82,16,79,145,Unhealthy for Sensitive Groups,PM2.5
49.1,102.34,1.078,40.78,26.35,35.65,17,79,134,Unhealthy for Sensitive Groups,PM2.5
27.44,62.21,0.869,42.46,20.23,65.61,18,79,86,Moderate,O3
34.25,46.23,1.185,32.24,28.9,28.41,19,79,98,Moderate,PM2.5
29.27,39.62,1.252,28.6,22.87,28.78,20,79,87,Moderate,PM2.5
28.0,81.13,1.198,32.94,22.26,37.21,21,79,84,Moderate,PM2.5
29.63,74.34,1.061,24.59,28.38,43.79,22,79,88,Moderate,PM2.5
25.94,46.32,0.703,31.51,23.47,40.48,23,79,80,Moderate,PM2.5
13.47,27.34,1.054,39.14,25.87,56.64,0,80,56,Moderate,O3
35.72,56.73,0.945,35.18,27.23,40.3,1,80,102,Unhealthy for Sensitive Groups,PM2.5
